12/05/2024,APPLE.COM/BILL,4.51,,989.34
12/04/2024,Adobe Inc,33.89,,984.83
12/03/2024,POE.COM,28.87,,950.94
11/29/2024,CLAUDE.AI SUBSCRIPTION,31.64,,922.07
11/27/2024,"CURSOR, AI POWERED IDE",29.07,,890.43
11/26/2024,TRELLO.COM* ATLASSIAN,9.74,,861.36
11/24/2024,MAG LANDLORD & TENANT BRD,186.00,,851.62
11/20/2024,GOOGLE *Google One,3.15,,665.62
11/16/2024,"GITHUB, INC.",14.46,,662.47
